attendance_percentage,avg_marks,assignment_completion,engagement_score,performance_gap,consistency_score,risk_level,risk_score
82.45071229516849,56.43010539025556,86.26915245800274,21.42741671367105,26.020606904912924,26.020606904912924,MEDIUM,0.3277876449154101
72.92603548243223,63.89001073892694,85.09982466564199,41.79031576738882,9.036024743505287,9.036024743505287,LOW,0.01672225607623252
84.71532807151038,58.05237877909714,63.14264277550116,52.08537506156311,26.662949292413245,26.662949292413245,MEDIUM,0.5245153049028694
97.84544784612038,72.2083609389224,90.4325159917473,68.29271604034321,25.637086907197983,25.637086907197983,MEDIUM,0.5743645991545676
71.48769937914996,93.94357062923824,53.17851183962088,87.53157118535132,-22.45587125008828,22.45587125008828,LOW,0.1829438284644351
71.4879456457623,54.57915685717591,68.22468213631409,80.27099075417883,16.908788788586385,16.908788788586385,MEDIUM,0.4302062918126276
98.68819223261087,90.01640995536829,44.01641936783946,39.05485443415532,8.671782277242585,8.671782277242585,LOW,0.07224114482195197
86.51152093729362,54.36655855306225,100.0,56.82233023235565,32.14496238423138,32.14496238423138,HIGH,0.749816047538945
83.13840065378947,86.37189236686427,100.0,59.23144326217701,-3.233491713074798,3.233491713074798,LOW,0.024174243685954076
68.04873460781306,88.43872756015233,94.45309867735092,59.07550503089752,-20.38999295233927,20.38999295233927,LOW,0.044148975328483595
68.01405369644614,87.02819873525308,88.06576784031844,27.099646857606015,-19.014145038806944,19.014145038806944,LOW,0.08939317064875313
78.62943407349051,43.68405183563718,69.44790150294202,39.639848674927904,34.94538223785334,34.94538223785334,HIGH,0.9802857225639665
66.5656870613854,70.83083681127789,78.71274783308633,79.0941750402168,-4.265149749892487,4.265149749892487,LOW,0.02692785016804714
79.71370998892911,79.16635878250884,52.69654850285026,80.11043893183303,0.5473512064202737,0.5473512064202737,LOW,0.27324787940589457
61.37963886718184,55.70385482017059,62.74333287541549,78.17615209836002,5.675784047011248,5.675784047011248,LOW,0.0018141129551935253
96.98473153382332,100.0,100.0,87.01206316543383,-3.0152684661766784,3.0152684661766784,LOW,0.14515806565929343
71.61335549270197,82.08194852711135,83.68980465156038,81.35034158834853,-10.46859303440938,10.46859303440938,LOW,0.03697423743976543
